ProgramName,ProgramType,FundingType,LinkedID,SourceDB,SourceDBNM,payno,ContractNo,ContAmt,ContractorRequestedDate,ToAdvantageDate,entrydt,RequestedAmt,RequestedDate,ReceivedDate,ReviewCompletedDate,AcctReceivedDate,Status,ProcessDay
Cares Act-  Food Bank Covid19 Relief,CARESAct,CARESAct,5578,1,CCR,1,SG2020-075,"75,000.00",8/17/2020,1/4/2021,12/15/2020,"35,483.61",12/15/2020,12/15/2020,12/16/2020,1/4/2021,Complete,140
Near West Recreation,NDA,CDBG_NDA,5417,1,CCR,15,SG2019-252,"175,000.00",7/20/2021,12/8/2021,11/29/2021,"6,172.77",11/29/2021,11/30/2021,12/7/2021,12/8/2021,Complete,141
Near West Recreation,NDA,CDBG_NDA,5417,1,CCR,16,SG2019-252,"175,000.00",7/20/2021,12/8/2021,11/29/2021,"6,172.77",11/29/2021,11/30/2021,12/7/2021,12/8/2021,Complete,141
Near West Recreation,NDA,CDBG_NDA,5417,1,CCR,17,SG2019-252,"175,000.00",7/20/2021,12/8/2021,11/29/2021,"6,002.42",11/29/2021,11/30/2021,12/8/2021,12/8/2021,Complete,141
Near West Recreation,NDA,CDBG_NDA,5417,1,CCR,18,SG2019-252,"175,000.00",7/20/2021,12/8/2021,12/3/2021,"5,958.45",12/7/2021,12/7/2021,12/7/2021,12/8/2021,Complete,141
Near West Recreation,NDA,CDBG_NDA,5417,1,CCR,19,SG2019-252,"175,000.00",7/20/2021,12/8/2021,12/3/2021,"6,128.46",12/7/2021,12/7/2021,12/7/2021,12/8/2021,Complete,141
Near West Recreation,NDA,CDBG_NDA,5417,1,CCR,20,SG2019-252,"175,000.00",7/20/2021,12/8/2021,12/3/2021,"6,088.90",12/7/2021,12/7/2021,12/7/2021,12/8/2021,Complete,141
Near West Recreation,NDA,CDBG_NDA,5417,1,CCR,21,SG2019-252,"175,000.00",7/20/2021,12/8/2021,12/3/2021,"5,791.37",12/7/2021,12/7/2021,12/7/2021,12/8/2021,Complete,141
Near West Recreation,NDA,CDBG_NDA,5417,1,CCR,22,SG2019-252,"175,000.00",7/20/2021,12/8/2021,12/7/2021,"5,416.35",12/7/2021,12/7/2021,12/8/2021,12/8/2021,Complete,141
Northpoint Temporary Housing,CDBG Homeless Assistance,CDBG_HA,5425,1,CCR,5,SG2020-002,"195,500.00",8/25/2020,1/13/2021,10/1/2020,0.00,10/6/2020,10/8/2020,10/9/2020,1/13/2021,Complete,141
2019 Senior Home Repair and Maintenance Program,NDA,CDBG_NDA,5406,1,CCR,12,SG2019-188,"60,000.00",7/17/2020,12/7/2020,11/23/2020,"7,874.47",11/23/2020,11/23/2020,11/24/2020,12/3/2020,Complete,143
Tool Loan and Counseling,City Wide,CDBG_DEPT,5526,1,CCR,11,SG2021-145,"181,250.00",7/9/2021,11/30/2021,11/24/2021,"21,144.57",11/29/2021,11/29/2021,11/29/2021,11/29/2021,Complete,144
Emergency Domestic Violence Shelter,Social Service,CDBG_DEPT,5327,1,CCR,10,SG2019-118,"58,488.00",7/14/2020,12/7/2020,11/19/2020,"3,948.77",11/30/2020,11/30/2020,12/2/2020,12/2/2020,Complete,146
cares act -ESG - personnel - Men's emergency covid shelter,CARESAct,CARESAct,5613,1,CCR,1,SG2020-138,"217,559.00",8/19/2020,1/13/2021,12/4/2020,"3,247.58",12/7/2020,12/7/2020,12/7/2020,1/13/2021,Complete,147
cares act - ESG -men's  shelter - Deconcentration,CARESAct,CARESAct,5614,1,CCR,6,SG2021-132,"4,647,955.00",1/27/2021,6/23/2021,5/26/2021,"305,609.19",5/27/2021,5/27/2021,5/27/2021,6/23/2021,Complete,147
Rental Assistance,CARESAct,CARESAct,5631,1,CCR,3,SG2020-0052,"7,410,267.00",10/20/2020,3/16/2021,3/10/2021,0.00,3/10/2021,3/11/2021,3/12/2021,3/16/2021,Complete,147
CDC OPERATING SUPPORT,CDC,CDBG_DEPT & NDA,5296,1,CCR,8,SG2019-145,"506,000.00",3/25/2020,8/20/2020,8/12/2020,"28,335.09",8/12/2020,8/14/2020,8/17/2020,8/19/2020,Complete,148
Outreach Coordination,Social Service,CDBG_DEPT,5320,1,CCR,9,SG2019-119,"40,000.00",4/22/2020,9/17/2020,9/2/2020,"3,087.14",9/9/2020,9/9/2020,9/10/2020,9/15/2020,Complete,148
Emergency Domestic Violence Shelter,Social Service,CDBG_DEPT,5327,1,CCR,6,SG2019-118,"58,488.00",3/10/2020,8/5/2020,7/28/2020,"4,264.82",7/30/2020,8/3/2020,8/3/2020,8/5/2020,Complete,148
2019 Holiday Food Card Program,Casino,Casino_Funds,5455,1,CCR,1,SG2020-019,"25,000.00",6/23/2020,11/18/2020,10/1/2020,"24,950.00",10/1/2020,10/1/2020,10/1/2020,11/18/2020,Complete,148
2020 CDC Capacity Building Series,Other,Program_Income,5460,1,CCR,8,SG2020-016,"19,650.00",9/9/2020,2/4/2021,12/3/2020,"5,333.00",1/25/2021,1/26/2021,1/27/2021,2/4/2021,Complete,148
Elderly Services,Social Service,CDBG_DEPT,5496,1,CCR,2,SG2021-097,"60,500.00",3/3/2021,7/29/2021,5/7/2021,"4,297.01",5/7/2021,5/10/2021,5/11/2021,5/12/2021,Complete,148
CDC Activity Grant,CDC,CDBG_DEPT,5643,1,CCR,9,SG2020-163,"477,500.00",6/21/2021,11/16/2021,7/2/2021,"16,176.63",7/2/2021,7/2/2021,7/6/2021,7/7/2021,Complete,148
Near West Recreation,NDA,CDBG_NDA,5417,1,CCR,9,SG2019-252,"175,000.00",10/20/2020,3/18/2021,11/25/2020,"5,980.87",12/2/2020,12/3/2020,12/7/2020,3/18/2021,Complete,149
CDC Activity Grant,CDC,CDBG_DEPT,5571,1,CCR,7,SG2020-157,"303,632.00",3/2/2021,7/29/2021,4/21/2021,"12,064.86",4/26/2021,4/26/2021,4/27/2021,4/27/2021,Complete,149
City Wide Development Assistance - Business Technical Assistance,City Wide,CDBG_DEPT,5529,1,CCR,1,SG2020-0148,"30,060.00",11/16/2020,4/15/2021,3/1/2021,"2,497.02",3/29/2021,4/1/2021,4/9/2021,4/12/2021,Complete,150
City Wide Development Assistance - Business Technical Assistance,City Wide,CDBG_DEPT,5529,1,CCR,2,SG2020-0148,"30,060.00",11/16/2020,4/15/2021,3/1/2021,"2,497.02",3/29/2021,4/1/2021,4/9/2021,4/12/2021,Complete,150
City Wide Development Assistance - Business Technical Assistance,City Wide,CDBG_DEPT,5529,1,CCR,3,SG2020-0148,"30,060.00",11/16/2020,4/15/2021,3/1/2021,"2,497.02",3/29/2021,4/1/2021,4/9/2021,4/12/2021,Complete,150
City Wide Development Assistance - Business Technical Assistance,City Wide,CDBG_DEPT,5529,1,CCR,4,SG2020-0148,"30,060.00",11/16/2020,4/15/2021,3/1/2021,"2,497.02",3/29/2021,4/1/2021,4/9/2021,4/12/2021,Complete,150
Cares Act - Meals on Wheels Food Distribution,CARESAct,CARESAct,5585,1,CCR,7,SG2020-097,"25,500.00",3/1/2021,7/29/2021,3/30/2021,"1,565.00",3/31/2021,4/1/2021,4/9/2021,4/13/2021,Complete,150
CDC Activity Grant,CDC,CDBG_DEPT,5765,1,CCR,3,SG2021-0400,"1,636,061.00",7/12/2021,12/9/2021,12/7/2021,"121,971.40",12/8/2021,12/8/2021,12/8/2021,12/9/2021,Complete,150
CDC Activity Grant,CDC,CDBG_DEPT,5765,1,CCR,4,SG2021-0400,"1,636,061.00",7/12/2021,12/9/2021,12/7/2021,"231,894.50",12/8/2021,12/8/2021,12/8/2021,12/9/2021,Complete,150
West Park Senior Services & Nutrition Program,Social Service,CDBG_DEPT,5502,1,CCR,1,,"13,000.00",9/3/2020,2/1/2021,12/9/2020,748.49,12/9/2020,12/9/2020,12/10/2020,2/1/2021,Complete,151
Cares Act  - Food Delivery,CARESAct,CARESAct,5580,1,CCR,2,SG2020-073,"100,000.00",9/14/2020,2/12/2021,2/3/2021,"2,729.58",2/3/2021,2/5/2021,2/8/2021,2/9/2021,Complete,151
CDC Operating Support - Metro West,CDC,CDBG_DEPT & NDA,5303,1,CCR,9,SG2019-187,"465,000.00",5/1/2020,9/30/2020,9/22/2020,"42,102.99",9/25/2020,9/25/2020,9/29/2020,9/30/2020,Complete,152
Family Unity Day Expo,Casino,Casino_Funds,5472,1,CCR,1,sg2020-215,"30,000.00",7/7/2021,12/6/2021,11/29/2021,"9,657.75",11/29/2021,11/29/2021,11/29/2021,11/29/2021,Complete,152
Cares Act - Homeless Prevention - Outreach,CARESAct,CARESAct,5598,1,CCR,1,,"90,444.00",8/14/2020,1/13/2021,10/30/2020,"1,242.12",12/22/2020,12/23/2020,12/23/2020,1/13/2021,Complete,152
cares act - Senior Services,CARESAct,CARESAct,5602,1,CCR,1,SG2020-122,"10,000.00",8/14/2020,1/13/2021,12/15/2020,769.22,12/15/2020,12/15/2020,12/16/2020,1/13/2021,Complete,152
Teen Center at St. Philip Neri,Social Service,CDBG_DEPT,5362,1,CCR,11,SG2019-133,"20,000.00",6/4/2020,11/4/2020,10/14/2020,"1,624.99",10/15/2020,10/21/2020,10/22/2020,11/4/2020,Complete,153
Stabilizing Histortic Districts,City Wide,CDBG_DEPT,5367,1,CCR,12,SG2019-160,"25,000.00",8/25/2020,1/25/2021,12/3/2020,"4,073.37",12/4/2020,12/4/2020,12/7/2020,1/25/2021,Complete,153
Norma Herr Women's Shelter,CDBG Homeless Assistance,CDBG_HA,5419,1,CCR,5,SG2019-249,"200,000.00",7/7/2020,12/7/2020,10/23/2020,"11,221.62",11/4/2020,11/12/2020,11/17/2020,12/7/2020,Complete,153
Ward 8 Code Enforcement & Nuisance Abatement/Prevention,Casino,Casino_Funds,5439,1,CCR,10,SG2020-010,"42,408.00",1/24/2020,6/25/2020,5/19/2020,"2,434.01",6/24/2020,6/24/2020,6/24/2020,6/25/2020,Complete,153
Ward 8 Code Enforcement & Nuisance Abatement/Prevention,Casino,Casino_Funds,5439,1,CCR,11,SG2020-010,"42,408.00",1/24/2020,6/25/2020,6/17/2020,"3,226.09",6/24/2020,6/24/2020,6/24/2020,6/25/2020,Complete,153
Rose Centers for Aging Well,Social Service,CDBG_DEPT,5521,1,CCR,5,sg2021-005,"149,909.00",2/17/2021,7/20/2021,5/12/2021,"9,105.37",5/12/2021,5/13/2021,5/13/2021,5/14/2021,Complete,153
Cares act - Referral services,CARESAct,CARESAct,5590,1,CCR,1,SG2020-0060,"17,164.00",8/13/2020,1/13/2021,12/23/2020,0.00,12/23/2020,12/29/2020,12/29/2020,1/13/2021,Complete,153
Integrated Services for COVID-19 Affectted Low-Income Cleveland Households,CARESAct,CARESAct,5610,1,CCR,1,SG2020-099,"3,900,000.00",8/13/2020,1/13/2021,12/10/2020,"6,059.38",12/10/2020,12/10/2020,12/11/2020,1/13/2021,Complete,153
CDC OPERATING SUPPORT,CDC,CDBG_DEPT & NDA,5296,1,CCR,12,SG2019-145,"506,000.00",6/29/2020,11/30/2020,11/18/2020,"3,785.92",11/18/2020,11/20/2020,11/23/2020,11/23/2020,Complete,154
Gateway Disabled Men's Shelter,ESG,ESGP,5424,1,CCR,6,SG2020-003,"260,000.00",5/26/2020,10/27/2020,10/14/2020,"6,496.22",10/15/2020,10/21/2020,10/22/2020,10/26/2020,Complete,154
Child Enrichment Center,Social Service,CDBG_DEPT,5492,1,CCR,2,,"11,700.00",9/23/2020,2/24/2021,12/8/2020,975.00,12/9/2020,12/9/2020,12/10/2020,2/2/2021,Complete,154
CDC OPERATING SUPPORT,CDC,CDBG_DEPT & NDA,5302,1,CCR,5,SG2019-199,"379,261.40",1/15/2020,6/18/2020,4/14/2020,0.00,4/22/2020,4/23/2020,4/23/2020,6/18/2020,Complete,155
Youth Recreation Program-Collinwood,Social Service,CDBG_DEPT,5324,1,CCR,8,SG2019-154,"16,300.00",6/16/2020,11/18/2020,7/23/2020,0.00,7/23/2020,7/23/2020,7/24/2020,11/18/2020,Complete,155
GED and Career Counseling,Social Service,CDBG_DEPT,5315,1,CCR,7,SG2019-247,"13,300.00",8/25/2020,1/28/2021,12/8/2020,809.32,12/8/2020,12/8/2020,12/9/2020,1/28/2021,Complete,156
Mt. Pleasant Senior Services Program,Social Service,CDBG_DEPT,5517,1,CCR,1,SG2020-232,"23,100.00",12/23/2020,5/28/2021,5/11/2021,"1,925.00",5/14/2021,5/17/2021,5/21/2021,5/28/2021,Complete,156
Cares Act - Meals on Wheels Food Distribution,CARESAct,CARESAct,5585,1,CCR,11,SG2020-097,"35,500.00",5/31/2021,11/3/2021,10/15/2021,"1,625.00",10/29/2021,10/29/2021,11/1/2021,11/1/2021,Complete,156
cares act -  old brooklyn Senior Services,CARESAct,CARESAct,5606,1,CCR,2,SG2020-216,"72,340.00",9/14/2020,2/17/2021,2/3/2021,"2,885.12",2/3/2021,2/5/2021,2/8/2021,2/9/2021,Complete,156
Youth Jobs Partnership,Social Service,CDBG_DEPT,5371,1,CCR,8,SG2019-175,"20,000.00",8/18/2020,1/22/2021,12/9/2020,723.80,12/16/2020,12/17/2020,12/17/2020,1/13/2021,Complete,157
Community Development,NDA,CDBG_NDA,5441,1,CCR,7,SG2019-253,"85,000.00",2/18/2020,7/24/2020,7/16/2020,"7,051.78",7/16/2020,7/16/2020,7/17/2020,7/24/2020,Complete,157
CDC Activity Grant,CDC,CDBG_DEPT,5571,1,CCR,6,SG2020-157,"303,632.00",2/22/2021,7/29/2021,3/24/2021,"2,676.33",4/26/2021,4/26/2021,4/27/2021,4/27/2021,Complete,157
CARES act - Referral Services,CARESAct,CARESAct,5589,1,CCR,8,SG2021-002,"83,582.00",5/10/2021,10/14/2021,9/28/2021,"1,992.10",9/28/2021,9/30/2021,10/1/2021,10/14/2021,Complete,157
CARES act - Referral Services,CARESAct,CARESAct,5589,1,CCR,9,SG2021-002,"83,582.00",5/10/2021,10/14/2021,9/28/2021,"2,012.65",9/28/2021,9/30/2021,10/1/2021,10/14/2021,Complete,157
cares act home delivery meals support,CARESAct,CARESAct,5605,1,CCR,9,SG2020-210,"58,998.00",4/16/2021,9/20/2021,9/15/2021,"3,450.94",9/15/2021,9/16/2021,9/16/2021,9/17/2021,Complete,157
Cares act -the beech brook family center - referral services,CARESAct,CARESAct,5587,1,CCR,9,SG2020-101,"40,199.00",4/22/2021,9/27/2021,9/8/2021,"2,857.51",9/10/2021,9/14/2021,9/14/2021,9/15/2021,Complete,158
Senior Outreach and Nutrition,Social Service,CDBG_DEPT,5333,1,CCR,5,SG2019-222,"20,000.00",4/29/2020,10/5/2020,9/29/2020,"1,686.68",9/29/2020,9/29/2020,9/30/2020,10/5/2020,Complete,159
Senior Outreach and Nutrition,Social Service,CDBG_DEPT,5333,1,CCR,6,SG2019-222,"20,000.00",4/29/2020,10/5/2020,9/29/2020,"1,606.58",9/29/2020,9/29/2020,9/30/2020,10/5/2020,Complete,159
Senior Outreach and Nutrition,Social Service,CDBG_DEPT,5333,1,CCR,7,SG2019-222,"20,000.00",4/29/2020,10/5/2020,9/29/2020,"1,723.96",9/29/2020,9/29/2020,9/30/2020,10/5/2020,Complete,159
Emergency Shelter,ESG,ESGP,5646,1,CCR,1,SG2021-149,"97,000.00",1/13/2021,6/21/2021,5/13/2021,"4,355.66",5/25/2021,5/25/2021,5/27/2021,6/16/2021,Complete,159
CDC OPERATING SUPPORT,CDC,CDBG_DEPT & NDA,5296,1,CCR,13,SG2019-145,"506,000.00",7/9/2020,12/16/2020,12/9/2020,"56,268.01",12/9/2020,12/9/2020,12/10/2020,12/16/2020,Complete,160
CDC OPERATING SUPPORT,CDC,CDBG_DEPT & NDA,5304,1,CCR,12,SG2019-124,"256,000.00",6/30/2020,12/7/2020,11/23/2020,"9,329.16",11/25/2020,11/30/2020,12/2/2020,12/2/2020,Complete,160
Recreation - Ward 3,Social Service,CDBG_DEPT,5316,1,CCR,10,SG2019-185,"13,300.00",11/17/2020,4/26/2021,12/23/2020,0.00,1/12/2021,1/13/2021,1/14/2021,4/26/2021,Complete,160
Norma Herr Women's Shelter,CDBG Homeless Assistance,CDBG_HA,5419,1,CCR,4,SG2019-249,"200,000.00",6/30/2020,12/7/2020,10/1/2020,"5,710.64",10/23/2020,10/26/2020,11/17/2020,12/7/2020,Complete,160
Child Enrichment Center,Social Service,CDBG_DEPT,5492,1,CCR,1,,"11,700.00",8/25/2020,2/1/2021,12/8/2020,975.00,12/9/2020,12/9/2020,12/10/2020,2/1/2021,Complete,160
Ward 7 Community Connectors,NDA,CDBG_NDA,5408,1,CCR,17,SG2020-021,"81,855.00",2/24/2021,8/4/2021,7/22/2021,"4,777.16",7/26/2021,7/27/2021,7/28/2021,7/29/2021,Complete,161
Ward 7 Community Connectors,NDA,CDBG_NDA,5408,1,CCR,18,SG2020-021,"81,855.00",2/24/2021,8/4/2021,7/26/2021,"5,183.97",7/26/2021,7/27/2021,7/28/2021,7/29/2021,Complete,161
Ward 7 Community Connectors,NDA,CDBG_NDA,5408,1,CCR,19,SG2020-021,"81,855.00",2/24/2021,8/4/2021,7/26/2021,"4,102.84",7/26/2021,7/27/2021,7/28/2021,7/29/2021,Complete,161
Gateway Disabled Men's Shelter,ESG,ESGP,5424,1,CCR,4,SG2020-003,"260,000.00",5/19/2020,10/27/2020,10/14/2020,"17,057.66",10/15/2020,10/21/2020,10/22/2020,10/26/2020,Complete,161
Emergency Shelter,ESG,ESGP,5428,1,CCR,1,SG2019-263,"97,000.00",1/10/2020,6/19/2020,1/30/2020,"6,005.22",2/6/2020,2/7/2020,2/10/2020,2/11/2020,Complete,161
Youth Recreation Program - Collinwood,Social Service,CDBG_DEPT,5501,1,CCR,1,,"16,300.00",11/16/2020,4/26/2021,12/8/2020,0.00,12/9/2020,12/9/2020,12/10/2020,4/26/2021,Complete,161
Cares act  - Eviction Prevention and Referral,CARESAct,CARESAct,5592,1,CCR,5,SG2020-076,"700,000.00",12/18/2020,5/28/2021,5/4/2021,"10,283.00",5/4/2021,5/5/2021,5/7/2021,5/11/2021,Complete,161
Citywide Development Assistance  - Mi Casa Housing Counseling Program,Social Service,CDBG_DEPT,5318,1,CCR,7,SG2019-162,"20,000.00",4/21/2020,9/30/2020,8/6/2020,"1,656.91",9/23/2020,9/23/2020,9/24/2020,9/30/2020,Complete,162
Citywide Development Assistance  - Mi Casa Housing Counseling Program,Social Service,CDBG_DEPT,5318,1,CCR,8,SG2019-162,"20,000.00",4/21/2020,9/30/2020,8/6/2020,"1,656.91",9/23/2020,9/23/2020,9/24/2020,9/30/2020,Complete,162
Citywide Development Assistance  - Mi Casa Housing Counseling Program,Social Service,CDBG_DEPT,5318,1,CCR,9,SG2019-162,"20,000.00",4/21/2020,9/30/2020,8/27/2020,"1,656.91",9/23/2020,9/23/2020,9/24/2020,9/30/2020,Complete,162
Cares Act  - Food Delivery,CARESAct,CARESAct,5580,1,CCR,5,SG2020-073,"100,000.00",12/15/2020,5/28/2021,5/4/2021,"6,506.29",5/7/2021,5/10/2021,5/11/2021,5/12/2021,Complete,164
cares act - Wisdom keepers Senior Referral,CARESAct,CARESAct,5600,1,CCR,1,SG2020-174,"20,000.00",8/14/2020,1/25/2021,12/15/2020,"1,228.34",12/15/2020,12/15/2020,12/16/2020,1/25/2021,Complete,164
cares act - Counseling and Referral Service,CARESAct,CARESAct,5601,1,CCR,1,SG2020-125,"60,000.00",8/14/2020,1/25/2021,12/23/2020,"3,558.07",12/23/2020,12/29/2020,12/29/2020,1/13/2021,Complete,164
Teen Center at St. Philip Neri,Social Service,CDBG_DEPT,5362,1,CCR,10,SG2019-133,"20,000.00",6/4/2020,11/16/2020,10/14/2020,"1,624.99",10/15/2020,10/21/2020,10/22/2020,10/26/2020,Complete,165
Teen Center at St. Philip Neri,Social Service,CDBG_DEPT,5362,1,CCR,12,SG2019-133,"20,000.00",6/4/2020,11/16/2020,10/14/2020,"1,624.99",10/15/2020,10/21/2020,10/22/2020,11/4/2020,Complete,165
Senior Services,Social Service,CDBG_DEPT,5524,1,CCR,9,SG2021-223,"31,000.00",4/15/2021,9/27/2021,8/27/2021,"1,875.13",8/27/2021,8/30/2021,8/30/2021,8/31/2021,Complete,165
Cares act - Referral services,CARESAct,CARESAct,5590,1,CCR,5,SG2020-0060,"17,164.00",12/14/2020,5/28/2021,5/4/2021,"2,504.35",5/7/2021,5/10/2021,5/11/2021,5/12/2021,Complete,165
cares act - Counseling and Referral Service,CARESAct,CARESAct,5601,1,CCR,5,SG2020-125,"60,000.00",12/14/2020,5/28/2021,5/4/2021,"3,558.07",5/7/2021,5/10/2021,5/11/2021,5/12/2021,Complete,165
cares act - ESG -men's  shelter - Deconcentration,CARESAct,CARESAct,5614,1,CCR,5,SG2021-132,"4,647,955.00",12/14/2020,5/28/2021,5/6/2021,"4,842.79",5/7/2021,5/10/2021,5/11/2021,5/12/2021,Complete,165
Hispanic Senior Center,Social Service,CDBG_DEPT,5542,1,CCR,2,SG2021-045,"19,650.00",11/19/2020,5/5/2021,4/20/2021,836.41,4/20/2021,4/21/2021,4/21/2021,4/30/2021,Complete,167
CDC Operating Support - Metro West,CDC,CDBG_DEPT & NDA,5303,1,CCR,7,SG2019-187,"465,000.00",3/6/2020,8/21/2020,8/11/2020,"41,610.02",8/13/2020,8/14/2020,8/17/2020,8/19/2020,Complete,168
Gateway Disabled Men's Shelter,ESG,ESGP,5424,1,CCR,2,SG2020-003,"260,000.00",5/12/2020,10/27/2020,10/14/2020,"18,650.38",10/15/2020,10/21/2020,10/22/2020,10/26/2020,Complete,168
Gateway Disabled Men's Shelter,ESG,ESGP,5424,1,CCR,3,SG2020-003,"260,000.00",5/12/2020,10/27/2020,10/14/2020,"18,602.09",10/15/2020,10/21/2020,10/22/2020,10/26/2020,Complete,168
Community Financial Centers (CFC),City Wide,CDBG_DEPT,5528,1,CCR,1,sg2020-0150,"75,000.00",2/17/2021,8/4/2021,7/26/2021,"5,437.75",7/27/2021,7/27/2021,7/28/2021,7/29/2021,Complete,168
Community Financial Centers (CFC),City Wide,CDBG_DEPT,5528,1,CCR,3,sg2020-0150,"75,000.00",2/17/2021,8/4/2021,7/26/2021,"5,437.75",7/27/2021,7/27/2021,7/28/2021,7/29/2021,Complete,168
Community Financial Centers (CFC),City Wide,CDBG_DEPT,5528,1,CCR,4,sg2020-0150,"75,000.00",2/17/2021,8/4/2021,7/26/2021,"5,437.75",7/27/2021,7/27/2021,7/28/2021,7/29/2021,Complete,168
Community Financial Centers (CFC),City Wide,CDBG_DEPT,5528,1,CCR,5,sg2020-0150,"75,000.00",2/17/2021,8/4/2021,7/26/2021,"5,437.75",7/27/2021,7/27/2021,7/28/2021,7/29/2021,Complete,168
Community Financial Centers (CFC),City Wide,CDBG_DEPT,5528,1,CCR,6,sg2020-0150,"75,000.00",2/17/2021,8/4/2021,7/26/2021,"5,437.75",7/27/2021,7/27/2021,7/28/2021,7/29/2021,Complete,168
Cares Act - Utility Assistance,CARESAct,CARESAct,5563,1,CCR,2,SG2020-206,"1,000,000.00",9/14/2020,3/1/2021,2/9/2021,0.00,2/10/2021,2/12/2021,2/17/2021,3/1/2021,Complete,168
Cares Act Food Delivery Covid 19 Relief,CARESAct,CARESAct,5581,1,CCR,1,SG2020-077,"120,000.00",8/17/2020,2/1/2021,12/9/2020,"63,404.90",12/9/2020,12/9/2020,12/10/2020,1/22/2021,Complete,168
cares act  - Resource Center,CARESAct,CARESAct,5595,1,CCR,5,SG2020-072,"52,000.00",12/11/2020,5/28/2021,5/4/2021,"3,284.34",5/5/2021,5/5/2021,5/7/2021,5/11/2021,Complete,168
Ward 7 Community Connectors,NDA,CDBG_NDA,5408,1,CCR,20,SG2020-021,"81,855.00",3/10/2021,8/26/2021,7/26/2021,"3,110.92",7/26/2021,7/27/2021,7/28/2021,7/29/2021,Complete,169
Hispanic Senior Center,Social Service,CDBG_DEPT,5542,1,CCR,1,SG2021-045,"19,650.00",11/17/2020,5/5/2021,4/20/2021,"1,506.56",4/20/2021,4/21/2021,4/21/2021,4/30/2021,Complete,169
CDC OPERATING SUPPORT,CDC,CDBG_DEPT & NDA,5308,1,CCR,5,SG2019-186,"357,000.00",3/3/2020,8/20/2020,8/11/2020,"21,972.57",8/11/2020,8/12/2020,8/13/2020,8/19/2020,Complete,170
Community Development,NDA,CDBG_NDA,5441,1,CCR,10,SG2019-253,"85,000.00",3/1/2020,8/19/2020,7/23/2020,"5,155.00",7/28/2020,7/28/2020,7/29/2020,8/19/2020,Complete,171
Cares act -the beech brook family center - referral services,CARESAct,CARESAct,5587,1,CCR,1,SG2020-101,"40,199.00",8/14/2020,2/1/2021,12/23/2020,"2,421.46",12/23/2020,12/29/2020,12/29/2020,1/13/2021,Complete,171
2100 Lakeside Men's Shelter (overhead),ESG,ESGP,5422,1,CCR,4,SG2019-240,"500,000.00",6/3/2020,11/23/2020,6/24/2020,"52,003.61",6/24/2020,6/26/2020,6/26/2020,11/23/2020,Complete,173
Community Financial Centers (CFC),City Wide,CDBG_DEPT,5528,1,CCR,2,sg2020-0150,"75,000.00",2/17/2021,8/9/2021,7/26/2021,"5,437.75",7/27/2021,7/27/2021,7/28/2021,7/29/2021,Complete,173
cares act - 211 helpLink,CARESAct,CARESAct,5594,1,CCR,10,SG2020-0053,"200,000.00",5/14/2021,11/3/2021,10/28/2021,"6,223.07",10/28/2021,10/29/2021,11/1/2021,11/1/2021,Complete,173
cares act - ESG - men's shelter covid medical respite & support,CARESAct,CARESActESGP,5618,1,CCR,3,SG2020-191,"53,550.00",11/4/2020,4/26/2021,12/29/2020,0.00,1/5/2021,1/8/2021,1/14/2021,4/26/2021,Complete,173
CDC OPERATING SUPPORT,CDC,CDBG_DEPT & NDA,5296,1,CCR,11,SG2019-145,"506,000.00",6/9/2020,11/30/2020,11/18/2020,"5,079.27",11/18/2020,11/20/2020,11/23/2020,11/23/2020,Complete,174
True2U Mentoring Program,Social Service,CDBG_DEPT,5344,1,CCR,5,SG2019-261,"35,000.00",5/27/2020,11/17/2020,10/1/2020,"3,764.17",10/14/2020,10/21/2020,10/22/2020,10/27/2020,Complete,174
Cares Act  - Food Delivery,CARESAct,CARESAct,5580,1,CCR,1,SG2020-073,"100,000.00",8/21/2020,2/12/2021,2/3/2021,"2,267.97",2/3/2021,2/5/2021,2/8/2021,2/9/2021,Complete,175
cares act  - Resource Center,CARESAct,CARESAct,5595,1,CCR,1,SG2020-072,"52,000.00",8/13/2020,2/4/2021,11/25/2020,"1,845.43",1/26/2021,1/27/2021,1/27/2021,2/4/2021,Complete,175
CARES act - Referral Services,CARESAct,CARESAct,5589,1,CCR,2,sg2021-002,"83,582.00",9/14/2020,3/10/2021,2/9/2021,"1,114.24",2/10/2021,2/12/2021,2/17/2021,2/22/2021,Complete,177
CDC Activity Grant,CDC,CDBG_DEPT,5567,1,CCR,12,SG2020-0149,"560,000.00",8/2/2021,1/28/2022,1/14/2022,"104,676.60",1/25/2022,1/26/2022,1/26/2022,1/27/2022,Complete,179
Adult Wellness Program,Social Service,CDBG_DEPT,5347,1,CCR,7,SG2019-106,"50,000.00",5/26/2020,11/23/2020,6/10/2020,"2,792.35",6/26/2020,6/26/2020,6/26/2020,11/23/2020,Complete,181
Cares Act Empower CLE,CARESAct,CARESAct,5596,1,CCR,3,SG2020-071,"500,000.00",10/14/2020,4/13/2021,3/1/2021,0.00,3/31/2021,4/1/2021,4/9/2021,4/13/2021,Complete,181
CDC OPERATING SUPPORT,CDC,CDBG_DEPT & NDA,5304,1,CCR,8,SG2019-124,"256,000.00",4/1/2020,9/30/2020,8/25/2020,"20,718.67",9/24/2020,9/25/2020,9/29/2020,9/30/2020,Complete,182
